iter	Passed	Remaining
155	4969	42816
156	5001	42785
157	5030	42731
158	5060	42676
159	5093	42659
160	5124	42615
161	5153	42561
162	5183	42518
163	5215	42488
164	5244	42434
165	5274	42390
166	5310	42386
167	5344	42376
168	5376	42344
169	5410	42327
170	5443	42302
171	5478	42300
172	5508	42252
173	5546	42271
174	5573	42200
175	5605	42165
176	5638	42142
177	5672	42129
178	5703	42089
179	5736	42064
180	5768	42039
181	5798	41991
182	5830	41958
183	5863	41937
184	5891	41873
185	5922	41838
186	5953	41802
187	5997	41856
188	6026	41801
189	6052	41731
190	6083	41692
191	6124	41725
192	6157	41696
193	6186	41649
194	6219	41622
195	6248	41571
196	6275	41507
197	6306	41469
198	6335	41418
199	6363	41365
200	6396	41337
201	6432	41333
202	6468	41327
203	6501	41306
204	6534	41281
205	6568	41258
206	6598	41217
207	6628	41173
208	6663	41157
209	6692	41109
210	6723	41073
211	6754	41038
212	6786	41006
213	6819	40978
214	6834	40847
215	6864	40807
216	6880	40679
217	6900	40577
218	6929	40533
219	6958	40484
220	7002	40525
221	7035	40502
222	7065	40461
223	7099	40440
224	7127	40388
225	7162	40376
226	7194	40348
227	7225	40313
228	7255	40272
229	7291	40263
230	7322	40228
231	7355	40199
232	7386	40167
233	7406	40072
234	7443	40066
235	7477	40046
236	7508	40012
237	7543	39999
238	7575	39971
239	7599	39899
240	7630	39863
241	7660	39823
242	7693	39797
243	7727	39775
244	7757	39737
245	7786	39691
246	7819	39668
247	7849	39628
248	7883	39607
249	7918	39592
250	7950	39563
251	7987	39554
252	8032	39591
253	8061	39543
254	8093	39517
255	8126	39491
256	8167	39500
257	8198	39466
258	8229	39430
259	8262	39403
260	8288	39345
261	8318	39308
262	8348	39265
263	8380	39234
264	8415	39218
265	8448	39191
266	8479	39158
267	8515	39145
268	8546	39112
269	8570	39044
270	8602	39011
271	8634	38980
272	8667	38955
273	8697	38917
274	8727	38878
275	8760	38852
276	8790	38811
277	8813	38742
278	8841	38691
279	8873	38665
280	8904	38628
281	8936	38598
282	8967	38564
283	8999	38531
284	9049	38579
285	9074	38517
286	9106	38488
287	9138	38459
288	9172	38434
289	9199	38385
290	9231	38352
291	9263	38321
292	9292	38278
293	9321	38235
294	9353	38205
295	9385	38175
296	9415	38138
297	9448	38109
298	9480	38081
299	9514	38059
300	9549	38039
301	9584	38020
302	9615	37985
303	9647	37953
304	9679	37924
305	9711	37895
306	9741	37855
307	9772	37820
308	9804	37790
309	9834	37752
310	9863	37709
311	9894	37676
312	9923	37634
313	9952	37589
314	9984	37558
315	10017	37535
316	10055	37525
317	10097	37531
318	10131	37507
319	10171	37508
320	10209	37497
321	10240	37462
322	10266	37411
323	10299	37383
324	10333	37358
325	10350	37274
326	10366	37186
327	10400	37164
328	10434	37137
329	10463	37098
330	10497	37074
331	10534	37061
332	10567	37032
333	10591	36976
334	10628	36962
335	10660	36929
336	10691	36897
337	10724	36868
338	10754	36832
339	10783	36790
340	10826	36796
341	10857	36763
342	10886	36721
343	10917	36687
344	10951	36663
345	10982	36628
346	11015	36601
347	11048	36575
348	11079	36541
349	11110	36506
350	11143	36479
351	11168	36423
352	11199	36391
353	11230	36357
354	11260	36317
355	11291	36284
356	11322	36251
357	11349	36205
358	11381	36173
359	11417	36156
360	11449	36124
361	11483	36099
362	11514	36066
363	11548	36040
364	11580	36012
365	11617	35993
366	11652	35974
367	11684	35941
368	11716	35912
369	11748	35880
370	11779	35845
371	11809	35809
372	11842	35780
373	11873	35747
374	11902	35707
375	11934	35675
376	11966	35644
377	11998	35614
378	12033	35591
379	12065	35560
380	12096	35528
381	12147	35553
382	12180	35524
383	12205	35471
384	12242	35455
385	12275	35427
386	12306	35393
387	12337	35359
388	12369	35329
389	12399	35291
390	12431	35260
391	12463	35229
392	12495	35197
393	12527	35166
394	12554	35120
395	12589	35097
396	12627	35082
397	12665	35069
398	12696	35034
399	12727	35000
400	12756	34961
401	12790	34935
402	12824	34909
403	12858	34883
404	12873	34804
405	12903	34770
406	12937	34743
407	12969	34711
408	13003	34687
409	13038	34662
410	13071	34635
411	13104	34606
412	13136	34574
413	13187	34592
414	13220	34565
415	13254	34539
416	13287	34509
417	13322	34485
418	13356	34459
419	13391	34434
420	13427	34414
421	13497	34480
422	13537	34466
423	13571	34440
424	13607	34418
425	13642	34394
426	13676	34367
427	13710	34339
428	13744	34313
429	13779	34287
430	13808	34249
431	13835	34204
432	13866	34170
433	13900	34142
434	13933	34112
435	13964	34077
436	13995	34043
437	14011	33972
438	14042	33938
439	14075	33909
440	14108	33879
441	14130	33822
442	14159	33784
443	14213	33805
444	14242	33766
445	14278	33744
446	14309	33709
447	14340	33673
448	14369	33634
449	14401	33603
450	14431	33567
451	14462	33533
452	14494	33499
453	14526	33469
454	14556	33432
455	14588	33401
456	14620	33368
457	14655	33343
458	14692	33322
459	14732	33308
460	14767	33282
461	14798	33248
462	14833	33222
463	14865	33191
464	14895	33153
465	14929	33126
466	14967	33108
467	14999	33075
468	15031	33043
469	15062	33008
470	15090	32969
471	15121	32933
472	15153	32901
473	15183	32864
474	15217	32837
475	15271	32852
476	15306	32827
477	15347	32813
478	15362	32744
479	15393	32711
480	15427	32682
481	15464	32662
482	15498	32632
483	15534	32609
484	15573	32592
485	15608	32566
486	15640	32532
487	15670	32496
488	15701	32462
489	15739	32441
490	15776	32420
491	15804	32379
492	15837	32348
493	15868	32314
494	15901	32283
495	15931	32247
496	15964	32217
497	15979	32151
498	16010	32117
499	16042	32085
500	16073	32051
501	16105	32018
502	16128	31969
503	16159	31933
504	16186	31891
505	16214	31851
506	16245	31818
507	16299	31829
508	16341	31816
509	16373	31782
510	16407	31754
511	16442	31728
512	16457	31664
513	16489	31631
514	16524	31604
515	16557	31575
516	16591	31547
517	16622	31512
518	16656	31484
519	16687	31449
520	16720	31418
521	16758	31397
522	16793	31371
523	16828	31344
524	16861	31314
525	16891	31279
526	16926	31251
527	16963	31227
528	16996	31197
529	17028	31165
530	17060	31133
531	17094	31104
532	17126	31072
533	17156	31036
534	17187	31002
535	17218	30967
536	17251	30937
537	17310	30953
538	17344	30924
539	17377	30893
540	17406	30855
541	17438	30823
542	17472	30793
543	17505	30764
544	17535	30726
545	17565	30692
546	17601	30666
547	17630	30629
548	17662	30595
549	17698	30570
550	17731	30539
551	17768	30515
552	17801	30484
553	17834	30454
554	17867	30422
555	17908	30406
556	17923	30345
557	17956	30313
558	17990	30284
559	18024	30255
560	18054	30219
561	18069	30158
562	18100	30124
563	18132	30092
564	18164	30060
565	18194	30024
566	18225	29990
567	18256	29956
568	18288	29923
569	18322	29893
570	18376	29898
571	18408	29864
572	18439	29830
573	18470	29797
574	18497	29756
575	18529	29723
576	18561	29691
577	18593	29659
578	18626	29629
579	18657	29595
580	18689	29562
581	18719	29526
582	18753	29498
583	18785	29465
584	18821	29438
585	18854	29408
586	18886	29374
587	18916	29339
588	18949	29309
589	18983	29279
590	19013	29243
591	19051	29220
592	19085	29191
593	19115	29156
594	19147	29123
595	19181	29093
596	19211	29059
597	19244	29027
598	19273	28990
599	19304	28956
600	19337	28926
601	19401	28941
602	19434	28909
603	19466	28877
604	19494	28838
605	19525	28804
606	19558	28773
607	19591	28743
608	19617	28702
609	19649	28668
610	19681	28636
611	19712	28602
612	19742	28566
613	19773	28533
614	19805	28500
615	19838	28469
616	19877	28447
617	19912	28418
618	19943	28384
619	19982	28361
620	20012	28327
621	20044	28294
622	20080	28267
623	20114	28237
624	20145	28203
625	20180	28174
626	20214	28145
627	20247	28113
628	20278	28080
629	20310	28048
630	20341	28014
631	20372	27980
632	20413	27959
633	20480	27974
634	20512	27941
635	20541	27904
636	20572	27870
637	20606	27841
638	20637	27806
639	20668	27773
640	20700	27740
641	20731	27707
642	20763	27674
643	20794	27640
644	20827	27608
645	20858	27574
646	20890	27542
647	20922	27508
648	20960	27484
649	20997	27458
650	21030	27426
651	21062	27394
652	21078	27340
653	21108	27306
654	21140	27272
655	21169	27236
656	21194	27195
657	21225	27160
658	21258	27129
659	21289	27096
660	21320	27062
661	21353	27030
662	21384	26996
663	21421	26970
664	21454	26938
665	21524	26953
666	21554	26919
667	21588	26888
668	21621	26857
669	21648	26818
670	21679	26784
671	21710	26750
672	21747	26724
673	21777	26688
674	21810	26657
675	21843	26625
676	21873	26590
677	21904	26556
678	21938	26525
679	21975	26500
680	22011	26472
681	22045	26441
682	22079	26411
683	22111	26378
684	22143	26345
685	22174	26312
686	22207	26280
687	22240	26248
688	22271	26214
689	22302	26181
690	22332	26145
691	22364	26113
692	22398	26083
693	22433	26054
694	22465	26021
695	22500	25991
696	22569	26002
697	22603	25971
698	22633	25935
699	22665	25903
700	22697	25870
701	22748	25859
702	22780	25826
703	22812	25794
704	22844	25760
705	22874	25725
706	22906	25692
707	22939	25660
708	22976	25633
709	23014	25607
710	23050	25579
711	23086	25551
712	23130	25531
713	23159	25495
714	23192	25463
715	23225	25431
716	23260	25401
717	23294	25370
718	23329	25341
719	23360	25307
720	23394	25276
721	23427	25244
722	23460	25212
723	23495	25183
724	23531	25154
725	23561	25119
726	23635	25130
727	23656	25086
728	23684	25048
729	23718	25017
730	23750	24984
731	23781	24950
732	23814	24919
733	23846	24885
734	23878	24853
735	23911	24821
736	23943	24788
737	23972	24752
738	24005	24720
739	24037	24687
740	24070	24655
741	24103	24623
742	24143	24598
743	24177	24567
744	24206	24531
745	24237	24497
746	24271	24466
747	24298	24428
748	24330	24394
749	24360	24360
750	24385	24320
751	24417	24287
752	24458	24263
753	24488	24229
754	24504	24179
755	24532	24143
756	24571	24117
757	24605	24086
758	24721	24135
759	24754	24102
760	24787	24070
761	24816	24034
762	24847	24000
763	24877	23966
764	24911	23934
765	24945	23903
766	24980	23873
767	25012	23840
768	25045	23807
769	25076	23774
770	25109	23741
771	25142	23709
772	25175	23677
773	25207	23644
774	25242	23614
775	25274	23580
776	25320	23560
777	25361	23535
778	25395	23504
779	25427	23471
780	25459	23438
781	25492	23406
782	25524	23372
783	25562	23345
784	25601	23318
785	25634	23285
786	25666	23252
787	25698	23220
788	25765	23218
789	25803	23190
790	25824	23146
791	25855	23113
792	25886	23079
793	25918	23045
794	25948	23011
795	25982	22979
796	26014	22945
797	26049	22915
798	26083	22884
799	26099	22837
800	26132	22804
801	26165	22772
802	26202	22743
803	26238	22713
804	26277	22687
805	26313	22657
806	26346	22624
807	26377	22590
808	26417	22564
809	26450	22531
810	26468	22486
811	26503	22456
812	26533	22420
813	26565	22388
814	26596	22354
815	26630	22322
816	26646	22276
817	26679	22243
818	26713	22212
819	26745	22178
820	26815	22177
821	26849	22145
822	26881	22112
823	26914	22080
824	26945	22046
825	26977	22012
826	27009	21979
827	27041	21946
828	27075	21915
829	27106	21881
830	27138	21847
831	27183	21825
832	27215	21791
833	27247	21758
834	27282	21728
835	27308	21690
836	27347	21662
837	27381	21630
838	27421	21603
839	27457	21574
840	27491	21542
841	27523	21508
842	27539	21462
843	27571	21429
844	27602	21396
845	27631	21360
846	27663	21327
847	27678	21281
848	27709	21246
849	27739	21212
850	27771	21179
851	27803	21145
852	27875	21143
853	27906	21109
854	27940	21077
855	27973	21045
856	28007	21013
857	28028	20972
858	28060	20938
859	28092	20906
860	28121	20870
861	28154	20838
862	28186	20804
863	28217	20771
864	28247	20736
865	28281	20705
866	28301	20663
867	28339	20634
868	28372	20602
869	28409	20572
870	28440	20538
871	28457	20494
872	28491	20462
873	28529	20434
874	28567	20405
875	28595	20369
876	28629	20337
877	28658	20302
878	28690	20269
879	28722	20236
880	28757	20205
881	28790	20173
882	28823	20140
883	28857	20108
884	28943	20112
885	28978	20081
886	29014	20051
887	29053	20023
888	29086	19990
889	29122	19960
890	29158	19930
891	29194	19899
892	29227	19866
893	29263	19836
894	29292	19801
895	29326	19768
896	29358	19736
897	29391	19703
898	29418	19666
899	29455	19637
900	29488	19604
901	29520	19571
902	29553	19538
903	29586	19506
904	29620	19474
905	29651	19440
906	29684	19407
907	29715	19374
908	29748	19341
909	29781	19309
910	29815	19277
911	29841	19239
912	29879	19210
913	29910	19176
914	29993	19176
915	30028	19144
916	30057	19109
917	30073	19066
918	30103	19031
919	30137	18999
920	30168	18965
921	30199	18932
922	30232	18899
923	30263	18865
924	30293	18831
925	30325	18797
926	30357	18764
927	30373	18721
928	30405	18688
929	30439	18656
930	30475	18625
931	30507	18592
932	30546	18563
933	30577	18530
934	30610	18497
935	30638	18461
936	30665	18425
937	30695	18391
938	30725	18357
939	30754	18321
940	30785	18288
941	30813	18252
942	30846	18220
943	30879	18187
944	30920	18159
945	30953	18126
946	30985	18094
947	31064	18088
948	31093	18053
949	31126	18020
950	31157	17986
951	31186	17951
952	31219	17919
953	31257	17889
954	31293	17858
955	31324	17824
956	31356	17791
957	31393	17761
958	31426	17728
959	31459	17695
960	31491	17662
961	31523	17629
962	31558	17598
963	31595	17567
964	31627	17534
965	31660	17501
966	31693	17469
967	31727	17437
968	31761	17404
969	31793	17371
970	31823	17337
971	31854	17303
972	31885	17269
973	31923	17239
974	31962	17210
975	31993	17176
976	32029	17145
977	32062	17112
978	32146	17107
979	32183	17076
980	32216	17043
981	32247	17010
982	32282	16978
983	32315	16946
984	32348	16913
985	32379	16879
986	32412	16846
987	32446	16814
988	32479	16781
989	32512	16748
990	32542	16714
991	32570	16679
992	32607	16648
993	32650	16620
994	32686	16589
995	32719	16556
996	32743	16519
997	32775	16486
998	32809	16453
999	32841	16420
1000	32870	16385
1001	32903	16353
1002	32937	16320
1003	32978	16292
1004	33007	16257
1005	33037	16223
1006	33070	16190
1007	33103	16157
1008	33136	16124
1009	33219	16116
1010	33253	16083
1011	33284	16050
1012	33318	16017
1013	33349	15984
1014	33382	15951
1015	33411	15916
1016	33442	15882
1017	33472	15848
1018	33502	15814
1019	33533	15780
1020	33563	15746
1021	33593	15711
1022	33616	15674
1023	33645	15639
1024	33669	15602
1025	33704	15571
1026	33741	15540
1027	33778	15508
1028	33807	15474
1029	33839	15441
1030	33873	15409
1031	33909	15377
1032	33945	15345
1033	33976	15312
1034	33993	15272
1035	34024	15238
1036	34056	15205
1037	34089	15172
1038	34124	15140
1039	34157	15108
1040	34192	15076
1041	34275	15065
1042	34308	15032
1043	34340	14999
1044	34372	14966
1045	34407	14934
1046	34438	14900
1047	34453	14859
1048	34486	14826
1049	34519	14794
1050	34551	14761
1051	34583	14727
1052	34606	14690
1053	34636	14656
1054	34670	14623
1055	34701	14590
1056	34737	14559
1057	34774	14527
1058	34810	14496
1059	34847	14464
1060	34877	14431
1061	34910	14398
1062	34934	14361
1063	34965	14328
1064	34997	14294
1065	35031	14262
1066	35064	14229
1067	35096	14196
1068	35129	14163
1069	35160	14129
1070	35191	14096
1071	35221	14062
1072	35252	14028
1073	35305	14003
1074	35392	13992
1075	35424	13959
1076	35460	13927
1077	35494	13895
1078	35528	13862
1079	35563	13830
1080	35598	13798
1081	35632	13765
1082	35664	13732
1083	35696	13699
1084	35728	13665
1085	35759	13631
1086	35793	13599
1087	35823	13565
1088	35840	13526
1089	35878	13495
1090	35918	13465
1091	35948	13431
1092	35978	13397
1093	36010	13364
1094	36042	13330
1095	36069	13295
1096	36099	13261
1097	36125	13226
1098	36141	13187
1099	36172	13153
1100	36203	13120
1101	36233	13086
1102	36264	13052
1103	36295	13018
1104	36325	12985
1105	36362	12953
1106	36446	12938
1107	36477	12905
1108	36511	12872
1109	36540	12838
1110	36566	12803
1111	36597	12769
1112	36624	12734
1113	36659	12702
1114	36690	12669
1115	36740	12641
1116	36772	12608
1117	36803	12575
1118	36835	12541
1119	36866	12508
1120	36903	12476
1121	36937	12444
1122	36970	12411
1123	37002	12378
1124	37033	12344
1125	37063	12310
1126	37096	12277
1127	37120	12241
1128	37154	12209
1129	37188	12176
1130	37218	12142
1131	37249	12109
1132	37280	12075
1133	37309	12041
1134	37342	12008
1135	37372	11975
1136	37408	11943
1137	37513	11932
1138	37568	11906
1139	37599	11873
1140	37616	11835
1141	37647	11801
1142	37680	11768
1143	37711	11735
1144	37738	11700
1145	37771	11667
1146	37802	11634
1147	37833	11600
1148	37865	11567
1149	37898	11534
1150	37931	11501
1151	37963	11468
1152	37996	11435
1153	38032	11403
1154	38067	11370
1155	38102	11338
1156	38132	11304
1157	38163	11271
1158	38197	11238
1159	38227	11204
1160	38260	11171
1161	38290	11137
1162	38323	11104
1163	38354	11071
1164	38387	11038
1165	38418	11004
1166	38451	10971
1167	38516	10948
1168	38555	10916
1169	38658	10903
1170	38675	10866
1171	38703	10831
1172	38738	10799
1173	38773	10766
1174	38806	10733
1175	38851	10704
1176	38893	10673
1177	38934	10642
1178	38972	10610
1179	39008	10578
1180	39043	10546
1181	39071	10511
1182	39102	10478
1183	39139	10445
1184	39174	10413
1185	39209	10380
1186	39248	10349
1187	39286	10317
1188	39321	10285
1189	39362	10254
1190	39399	10222
1191	39436	10189
1192	39473	10157
1193	39512	10126
1194	39550	10094
1195	39589	10062
1196	39626	10030
1197	39686	10004
1198	39774	9985
1199	39810	9952
1200	39842	9919
1201	39877	9886
1202	39911	9853
1203	39945	9820
1204	39976	9786
1205	40011	9753
1206	40034	9718
1207	40061	9683
1208	40091	9649
1209	40124	9616
1210	40159	9583
1211	40191	9550
1212	40223	9516
1213	40254	9483
1214	40287	9450
1215	40318	9416
1216	40346	9382
1217	40379	9349
1218	40410	9315
1219	40432	9279
1220	40464	9246
1221	40496	9212
1222	40529	9179
1223	40561	9146
1224	40583	9110
1225	40613	9076
1226	40645	9043
1227	40678	9010
1228	40711	8976
1229	40748	8944
1230	40835	8923
1231	40852	8886
1232	40889	8854
1233	40918	8820
1234	40933	8783
1235	40966	8750
1236	40981	8713
1237	41014	8679
1238	41045	8646
1239	41078	8613
1240	41108	8579
1241	41140	8546
1242	41172	8512
1243	41204	8479
1244	41234	8445
1245	41263	8411
1246	41299	8379
1247	41334	8346
1248	41372	8314
1249	41406	8281
1250	41439	8248
1251	41472	8215
1252	41503	8181
1253	41532	8147
1254	41564	8114
1255	41597	8081
1256	41629	8047
1257	41664	8014
1258	41688	7980
1259	41704	7943
1260	41737	7910
1261	41767	7876
1262	41799	7843
1263	41865	7816
1264	41939	7791
1265	41975	7758
1266	42008	7725
1267	42036	7691
1268	42075	7659
1269	42107	7625
1270	42142	7592
1271	42180	7560
1272	42214	7527
1273	42251	7495
1274	42294	7463
1275	42336	7432
1276	42378	7400
1277	42407	7366
1278	42442	7333
1279	42477	7300
1280	42511	7267
1281	42540	7233
1282	42572	7200
1283	42603	7166
1284	42636	7133
1285	42653	7097
1286	42684	7064
1287	42715	7030
1288	42748	6997
1289	42778	6963
1290	42808	6930
1291	42840	6896
1292	42874	6863
1293	42906	6830
1294	42943	6797
1295	42974	6764
1296	43006	6731
1297	43022	6695
1298	43054	6661
1299	43085	6628
1300	43116	6595
1301	43148	6561
1302	43182	6528
1303	43212	6495
1304	43244	6461
1305	43272	6427
1306	43304	6394
1307	43334	6361
1308	43365	6327
1309	43397	6294
1310	43437	6262
1311	43468	6228
1312	43502	6195
1313	43536	6162
1314	43566	6129
1315	43597	6095
1316	43629	6062
1317	43659	6028
1318	43692	5995
1319	43708	5960
1320	43741	5927
1321	43772	5893
1322	43803	5860
1323	43833	5826
1324	43865	5793
1325	43895	5760
1326	43929	5727
1327	44026	5702
1328	44061	5669
1329	44092	5635
1330	44109	5600
1331	44138	5567
1332	44174	5534
1333	44206	5500
1334	44238	5467
1335	44267	5434
1336	44300	5400
1337	44329	5367
1338	44363	5334
1339	44395	5300
1340	44428	5267
1341	44456	5234
1342	44489	5200
1343	44526	5168
1344	44559	5135
1345	44596	5102
1346	44627	5069
1347	44661	5035
1348	44684	5001
1349	44714	4968
1350	44747	4935
1351	44776	4901
1352	44816	4869
1353	44850	4836
1354	44883	4803
1355	44917	4769
1356	44949	4736
1357	44981	4703
1358	45007	4669
1359	45086	4641
1360	45148	4611
1361	45184	4578
1362	45202	4543
1363	45235	4510
1364	45268	4477
1365	45299	4443
1366	45330	4410
1367	45365	4377
1368	45405	4344
1369	45442	4312
1370	45474	4278
1371	45507	4245
1372	45539	4212
1373	45554	4177
1374	45590	4144
1375	45633	4112
1376	45669	4079
1377	45706	4046
1378	45738	4013
1379	45753	3978
1380	45785	3945
1381	45819	3912
1382	45853	3879
1383	45883	3845
1384	45913	3812
1385	45944	3779
1386	45980	3746
1387	46013	3712
1388	46045	3679
1389	46073	3646
1390	46102	3612
1391	46135	3579
1392	46175	3546
1393	46203	3513
1394	46235	3480
1395	46265	3446
1396	46298	3413
1397	46331	3380
1398	46361	3347
1399	46393	3313
1400	46423	3280
1401	46456	3247
1402	46488	3214
1403	46518	3180
1404	46551	3147
1405	46584	3114
1406	46616	3081
1407	46647	3047
1408	46678	3014
1409	46709	2981
1410	46741	2948
1411	46771	2914
1412	46801	2881
1413	46833	2848
1414	46865	2815
1415	46894	2781
1416	46933	2749
1417	46965	2715
1418	46999	2682
1419	47031	2649
1420	47054	2615
1421	47085	2582
1422	47116	2549
1423	47144	2516
1424	47252	2486
1425	47287	2453
1426	47321	2420
1427	47354	2387
1428	47385	2354
1429	47415	2321
1430	47447	2287
1431	47463	2253
1432	47501	2220
1433	47533	2187
1434	47569	2154
1435	47602	2121
1436	47635	2088
1437	47657	2054
1438	47691	2021
1439	47727	1988
1440	47761	1955
1441	47796	1922
1442	47831	1889
1443	47855	1855
1444	47887	1822
1445	47917	1789
1446	47951	1756
1447	47982	1723
1448	48016	1690
1449	48045	1656
1450	48077	1623
1451	48108	1590
1452	48136	1557
1453	48152	1523
1454	48168	1489
1455	48201	1456
1456	48237	1423
1457	48334	1392
1458	48430	1360
1459	48455	1327
1460	48493	1294
1461	48526	1261
1462	48557	1228
1463	48588	1194
1464	48622	1161
1465	48643	1128
1466	48675	1094
1467	48707	1061
1468	48728	1028
1469	48759	995
1470	48791	961
1471	48816	928
1472	48833	895
1473	48869	862
1474	48904	828
1475	48938	795
1476	48972	762
1477	49002	729
1478	49034	696
1479	49080	663
1480	49113	630
1481	49145	596
1482	49179	563
1483	49210	530
1484	49242	497
1485	49273	464
1486	49304	431
1487	49338	397
1488	49366	364
1489	49397	331
1490	49473	298
1491	49538	265
1492	49570	232
1493	49605	199
1494	49637	166
1495	49669	132
1496	49685	99
1497	49709	66
1498	49738	33
1499	49771	0
