iter	F1	Logloss
220	0.7465540812	0.5685593019
221	0.7471255293	0.5683263301
222	0.7463830173	0.5679344622
223	0.7465033141	0.5677566759
224	0.7464632109	0.5675030923
225	0.7465033141	0.5672966675
226	0.7455987646	0.5670932376
227	0.7451859719	0.5668551398
228	0.7453463682	0.5667336737
229	0.7454265923	0.566577157
230	0.7454265923	0.5664007581
231	0.7459196433	0.5661948122
232	0.7459597726	0.5659595639
233	0.7455870922	0.5658264723
234	0.7455469607	0.5657170533
235	0.7455469607	0.5654264603
236	0.7457878144	0.5652348923
237	0.7456155725	0.5650465524
238	0.7457763235	0.5648468875
239	0.7454028455	0.5647244963
240	0.7452822692	0.5644374758
241	0.7452420858	0.56433231
242	0.7454028455	0.5641983693
243	0.7457245731	0.5640482942
244	0.7457245731	0.5639382523
245	0.7450166451	0.563802107
246	0.7451776481	0.5637568081
247	0.7454595707	0.5636559083
248	0.7458741263	0.5635194809
249	0.7455401592	0.5633113789
250	0.7456610747	0.5631398794
251	0.7454073641	0.5629999424
252	0.745112948	0.5628360884
253	0.7453146921	0.5627068052
254	0.74601276	0.5625678455
255	0.7462147773	0.5623637569
256	0.7464977853	0.5622027107
257	0.7465382325	0.5619851119
258	0.7464573424	0.5617563172
259	0.7462845866	0.5615964297
260	0.7459496226	0.5613973547
261	0.7461925307	0.561312322
262	0.7464761235	0.5611693933
263	0.7461003017	0.5610888722
264	0.7458862269	0.5609296346
265	0.7460078992	0.5608174501
266	0.7455906863	0.5606521427
267	0.7455095713	0.5604764441
268	0.7456718188	0.5603267187
269	0.7457529691	0.5602804539
270	0.7452541789	0.560152782
271	0.7452136126	0.5600191775
272	0.7454976696	0.5598969941
273	0.7455382668	0.5598077782
274	0.7456600851	0.559738786
275	0.7455788685	0.5595907946
276	0.7457819432	0.5594854464
277	0.7458632041	0.5594301022
278	0.7455263821	0.5592844565
279	0.7456076741	0.5590864214
280	0.7456076741	0.5588985121
281	0.7456483267	0.558802248
282	0.7454331139	0.5586590376
283	0.7455958487	0.5585486454
284	0.7444190211	0.5584262756
285	0.7444597182	0.5583331146
286	0.7450831172	0.5581470119
287	0.7448261918	0.5580321913
288	0.7448669334	0.5579473831
289	0.7444873912	0.5578746972
290	0.7445688921	0.5578126844
291	0.7445688921	0.5577315852
292	0.7447319475	0.5576194711
293	0.7448542859	0.557530306
294	0.7450582726	0.5573753885
295	0.7453032042	0.5572601113
296	0.7450049621	0.5570445331
297	0.7447063173	0.5569772154
298	0.745250122	0.5569252452
299	0.7449515444	0.5568238156
300	0.7461208072	0.5566810487
301	0.7460798844	0.5565656233
302	0.7455772531	0.5564692473
303	0.7450742186	0.5563372348
304	0.7452787653	0.5562596514
305	0.745266507	0.5561162774
306	0.7454303963	0.5560535716
307	0.7460045771	0.5559470896
308	0.7472583173	0.5558408577
309	0.7466315957	0.555760002
310	0.7477106251	0.5556576014
311	0.7480399203	0.5555695757
312	0.7478752364	0.5555034059
313	0.7485844146	0.5554159639
314	0.748666815	0.5552468164
315	0.7488316704	0.5551649008
316	0.7487080221	0.5549937361
317	0.7487904497	0.554959306
318	0.7486168853	0.5548556155
319	0.748493175	0.55476165
320	0.7488644285	0.5546694742
321	0.7490708397	0.554585905
322	0.7490625722	0.5544459534
323	0.7491866041	0.554363536
324	0.7489715346	0.5542937132
325	0.748723387	0.5542276133
326	0.7491039116	0.554162262
327	0.7489715346	0.5541025427
328	0.7496003408	0.5540223685
329	0.749302654	0.5539431076
330	0.749302654	0.5538500401
331	0.7490874109	0.5537577274
332	0.7500072556	0.5536796377
333	0.74958489	0.5536388161
334	0.7498338774	0.553555685
335	0.7500830303	0.5534732475
336	0.7503808168	0.5533203985
337	0.7504638809	0.553210105
338	0.7505054199	0.5531579453
339	0.7505469635	0.5530851163
340	0.7501661181	0.5529289923
341	0.7501245719	0.5527732683
342	0.7506300644	0.5526874807
343	0.7513430368	0.552590567
344	0.7513846283	0.5525260159
345	0.751592655	0.5523900852
346	0.7516758979	0.5523033629
347	0.7513371659	0.5522550421
348	0.751884086	0.5521508015
349	0.7513788016	0.5521239408
350	0.7505751403	0.5520384111
351	0.7500269452	0.5519942173
352	0.7503600761	0.5519337398
353	0.7504850765	0.5518790338
354	0.7498530164	0.5518194376
355	0.7495954522	0.551758098
356	0.7498872213	0.5515997435
357	0.7498872213	0.5514922566
358	0.7489124241	0.5513613237
359	0.7496711077	0.5512261308
360	0.7497545544	0.5511587016
361	0.7498380196	0.55103967
362	0.7499632523	0.5508363812
363	0.7494546498	0.550719824
364	0.7495381388	0.5506841873
365	0.7496216465	0.5506360404
366	0.7502138433	0.5505882511
367	0.7497887176	0.5505088112
368	0.7493213781	0.5504006104
369	0.7494049282	0.5503469903
370	0.7499066202	0.5502578068
371	0.7495224207	0.550177845
372	0.7496061066	0.5500950356
373	0.7498154031	0.5500357703
374	0.7498154031	0.5499083398
375	0.7494726556	0.5497767354
376	0.7495983116	0.5497225998
377	0.7492970546	0.5495983856
378	0.7498497498	0.5493923047
379	0.7500174691	0.5492441839
380	0.7501433078	0.5491678668
381	0.7497582858	0.5490971312
382	0.749926147	0.5490147163
383	0.7501780798	0.5489372082
384	0.7500940834	0.5488255363
385	0.7503041097	0.5487713481
386	0.7503461291	0.5486289918
387	0.7503461291	0.5485433066
388	0.7503461291	0.5484350221
389	0.750430182	0.5482838324
390	0.750430182	0.5481323363
391	0.7504722155	0.548074258
392	0.750430182	0.5479672671
393	0.7505562966	0.5479298714
394	0.7505142537	0.5479009736
395	0.7499186778	0.5477995916
396	0.7499186778	0.5477585589
397	0.7500867942	0.5476913179
398	0.750212931	0.5476254412
399	0.7503811794	0.5475570352
400	0.7503391103	0.5474139869
401	0.7505074153	0.5473329491
402	0.7505915961	0.5472373852
403	0.7496090369	0.5470956423
404	0.7502057615	0.5470701145
405	0.7497773821	0.5469821435
406	0.7498615831	0.5468193915
407	0.749390651	0.5467313968
408	0.7499458031	0.5466830171
409	0.7500721684	0.5466180267
410	0.7502407218	0.5464660689
411	0.7497697284	0.5463990975
412	0.7503250269	0.5463430664
413	0.7504515201	0.5462932678
414	0.7505358726	0.5462183009
415	0.7504093509	0.546165199
416	0.7505780559	0.5461086283
417	0.750275762	0.5460487841
418	0.7498886386	0.5459372692
419	0.7501419277	0.5458901006
420	0.7501841592	0.5458393335
421	0.7503531328	0.545791578
422	0.7505221825	0.5457082353
423	0.7500923778	0.545640431
424	0.7500078476	0.5455694047
425	0.7501769272	0.5455073276
426	0.7497466674	0.5453667246
427	0.7497466674	0.5453192695
428	0.7497466674	0.5452568175
429	0.7499158149	0.5452065887
430	0.7498735208	0.5450795887
431	0.7497889471	0.545048779
432	0.7498312316	0.5449621856
433	0.7498312316	0.5449270015
434	0.7494005158	0.5448577261
435	0.7499158149	0.5447622114
436	0.7508116551	0.5446872098
437	0.7506422893	0.5446738328
438	0.750254339	0.5445940667
439	0.7502120068	0.5445267724
440	0.7507693064	0.544438408
441	0.7507693064	0.5443978559
442	0.7509810973	0.5443206652
443	0.7500353248	0.5442369121
444	0.7501624157	0.5441947401
445	0.7499929707	0.5440799448
446	0.749908277	0.5439844214
447	0.7500353248	0.5439414761
448	0.7500776836	0.5439044761
449	0.7500353248	0.54382727
450	0.7504660718	0.5437625561
451	0.7501200473	0.5436817598
452	0.7506779242	0.5436376414
453	0.7507626986	0.5435978296
454	0.750720309	0.5435462769
455	0.7502471669	0.5434908369
456	0.7505439469	0.5433863301
457	0.7505863632	0.5432784274
458	0.7507560764	0.5432374108
459	0.7509258664	0.5431647245
460	0.7510957331	0.5430989527
461	0.7507069582	0.5430499261
462	0.7507494397	0.543028699
463	0.7502752502	0.5429565546
464	0.7510044295	0.5428389421
465	0.7511319894	0.5427376095
466	0.7510894647	0.5426471146
467	0.751174519	0.5426086993
468	0.7511319894	0.5425863481
469	0.7510894647	0.5424686326
470	0.7505727071	0.5424134501
471	0.7505727071	0.5423845583
472	0.7511319894	0.5423248379
473	0.7516483313	0.5421917673
474	0.751174519	0.5421303711
475	0.751174519	0.5420929227
476	0.7516483313	0.5420273662
477	0.7518610857	0.5419326508
478	0.7512595927	0.5419297342
479	0.7513446856	0.5418395765
480	0.7513872393	0.5418042906
481	0.7505233022	0.5417563741
482	0.7507361227	0.5416378571
483	0.7511683292	0.5415876597
484	0.7518130414	0.5414474387
485	0.7507787012	0.5413896233
486	0.7513386806	0.5413259158
487	0.7522819815	0.5412745408
488	0.7523246414	0.5412243966
489	0.7524099758	0.5411500067
490	0.7521062191	0.5410702925
491	0.7523624138	0.5410314865
492	0.7517593431	0.5409822836
493	0.7519728651	0.5409474328
494	0.7514547238	0.5409107279
495	0.7519728651	0.5408416106
496	0.7520155841	0.5407907336
497	0.751930151	0.5407778966
498	0.751497431	0.5407401827
499	0.7515401432	0.5406819978
500	0.750936152	0.5405779954
501	0.7512351226	0.5405198631
502	0.7511069632	0.5404942829
503	0.7510642531	0.5404702808
504	0.7511923979	0.5404263756
505	0.7512351226	0.5403804108
506	0.7514060699	0.5403426267
507	0.7511006723	0.5403210839
508	0.7517481979	0.5402837244
509	0.7517481979	0.5402389243
510	0.7512289715	0.540157294
511	0.7512717476	0.5401201554
512	0.7513573145	0.5401139456
513	0.7514429009	0.5400566814
514	0.7513573145	0.540006402
515	0.7515713171	0.5399257292
516	0.7516569522	0.5398789262
517	0.7515655265	0.5397719528
518	0.7518656628	0.5397415871
519	0.7510388192	0.5396688982
520	0.7512962748	0.5396176394
521	0.7513392012	0.5395477261
522	0.7513821325	0.5395246509
523	0.7513392012	0.5394399859
524	0.7512533533	0.539386116
525	0.7514250688	0.5393323229
526	0.7515968628	0.5392790758
527	0.7516827893	0.5391882254
528	0.7518117159	0.5391548311
529	0.7517687355	0.5390247059
530	0.7517257599	0.5389868742
531	0.7518976915	0.538937477
532	0.7521127166	0.5388579382
533	0.7521557364	0.5388227806
534	0.7517201195	0.538779561
535	0.7511980118	0.5387448786
536	0.7513270589	0.5386912317
537	0.751413115	0.5386110082
538	0.7513270589	0.5385040256
539	0.7525000719	0.5384488055
540	0.7519352821	0.5384315382
541	0.7524090739	0.5383438514
542	0.752883463	0.5382127629
543	0.7525768042	0.5381142041
544	0.7524473275	0.5380832407
545	0.7526199731	0.5380310715
546	0.7524904814	0.537965731
547	0.7530561166	0.5379337065
548	0.7526631468	0.537883329
549	0.7526631468	0.5378379204
550	0.7526631468	0.5378179762
551	0.7528358915	0.5377841491
552	0.7534016612	0.5377252632
553	0.7534016612	0.537707798
554	0.7533152453	0.537660152
555	0.7527926979	0.537601513
556	0.7527495093	0.5375884744
557	0.7527926979	0.5375469104
558	0.7530087155	0.5374885362
559	0.752965502	0.5374595564
560	0.7533113484	0.5373938147
561	0.7537907782	0.5373819305
562	0.7531383855	0.5373208073
563	0.7530951572	0.5372357996
564	0.7538340383	0.5372072644
565	0.7538340383	0.5371621584
566	0.7538340383	0.5370974706
567	0.7538773033	0.5370473021
568	0.7529179585	0.5370111465
569	0.7530044758	0.5369583843
570	0.7530910129	0.5369297262
571	0.753134289	0.5368796903
572	0.75317757	0.5368418578
573	0.75317757	0.5368079163
574	0.752697169	0.5367756892
575	0.752697169	0.536689329
576	0.75234614	0.5365490794
577	0.752827021	0.5365187869
578	0.752740448	0.5364291297
579	0.752783732	0.5363431994
580	0.752827021	0.5362956751
581	0.752783732	0.5362730586
582	0.752302858	0.5362279511
583	0.751994654	0.5361884699
584	0.752037949	0.5361577908
585	0.7520812489	0.5361045586
586	0.7516427103	0.5360744807
587	0.7515561195	0.5360364507
588	0.751729321	0.5359981905
589	0.7519026022	0.5359476266
590	0.752601237	0.535862678
591	0.752162674	0.5358151212
592	0.7522060367	0.5358034375
593	0.7526446018	0.5356907336
594	0.752162674	0.5356388676
595	0.7522927773	0.5355546483
596	0.7523795379	0.5355271246
597	0.7526833575	0.5354391563
598	0.7521140669	0.5353892364
599	0.7522008835	0.5353405652
600	0.7532522341	0.5353028387
601	0.7532522341	0.5351887572
602	0.753295674	0.5350960474
603	0.7533391189	0.5350565801
604	0.753295674	0.5350439503
605	0.7533391189	0.535020035
606	0.7541250003	0.5349341729
607	0.7539945546	0.5348355666
608	0.7548237106	0.5348113258
609	0.7548672345	0.5347286199
610	0.7548672345	0.5346983162
611	0.7542989981	0.5346650818
612	0.7544295492	0.534612888
613	0.7545166084	0.5345432488
614	0.754690787	0.5345162957
615	0.754690787	0.5344933654
616	0.7546472348	0.5344516343
617	0.7541219843	0.5344091953
618	0.7539913937	0.5343626411
619	0.7529396345	0.534325813
620	0.7530701529	0.5342745761
621	0.7530701529	0.5342330577
622	0.7535962905	0.5342090919
623	0.7537704337	0.5341778138
624	0.7542526201	0.5341146214
625	0.7537268903	0.5340632476
626	0.753683352	0.5340341326
627	0.7542526201	0.5339855606
628	0.7542961754	0.5339479218
629	0.7543397357	0.5339090591
630	0.7543397357	0.5338913148
631	0.7545140275	0.5338654988
632	0.7538575354	0.5337785867
633	0.7539446573	0.5337040503
634	0.7539882258	0.5336854443
635	0.7535055415	0.533655158
636	0.7536362563	0.5336217469
637	0.7542061438	0.5335893785
638	0.7535926796	0.5335565931
639	0.753065953	0.5335294565
640	0.7531095176	0.5334934456
641	0.7538106132	0.5334559124
642	0.7537670164	0.5334111221
643	0.7537670164	0.5333624048
644	0.7531966618	0.5333320296
645	0.7532838263	0.533312818
646	0.7532838263	0.5332646121
647	0.7532838263	0.533262072
648	0.753327416	0.5332377848
649	0.7533710109	0.5331874492
650	0.753327416	0.5331729497
651	0.7529309348	0.5331050564
652	0.752887342	0.5331029794
653	0.7530181357	0.5330486908
654	0.7531053567	0.5330218425
655	0.7531925979	0.5329906055
656	0.7531925979	0.5329637274
657	0.7531053567	0.5328880856
658	0.7531925979	0.5328367218
659	0.7534107894	0.5327922562
660	0.753367141	0.5327679455
661	0.753367141	0.5327125776
662	0.7535854337	0.5326652914
663	0.7535854337	0.532651781
664	0.753541765	0.5326093951
665	0.7529702168	0.5325457035
666	0.7531448531	0.532479069
667	0.7521312916	0.5324509006
668	0.7534069595	0.5323469794
669	0.7539786794	0.5323132992
670	0.7534943689	0.5322796028
671	0.7536255209	0.5322362966
672	0.7536255209	0.5322112822
673	0.7536255209	0.5321606531
674	0.7536255209	0.5321349623
675	0.7536692484	0.5321167894
676	0.7531407223	0.5320769664
677	0.7532718988	0.532040452
678	0.7532281682	0.532009283
679	0.7532718988	0.5319887028
680	0.7538004614	0.5319331658
681	0.7538879621	0.5319131169
682	0.7540192512	0.5318859811
683	0.7545474262	0.5317970397
684	0.7546350019	0.5317451337
685	0.7545912115	0.5316833069
686	0.7545912115	0.5316563754
687	0.7545474262	0.5316407532
688	0.7545912115	0.531638641
689	0.7547664035	0.531572052
690	0.7548102142	0.5315543428
691	0.7553818419	0.5315339557
692	0.7548978509	0.5315044737
693	0.7554256748	0.5314463792
694	0.7549416769	0.5314176109
695	0.7544133931	0.5313228173
696	0.7547664035	0.5312508399
697	0.7552503736	0.5311864028
698	0.7547664035	0.5311671786
699	0.7552941912	0.5311142141
700	0.7548102142	0.531097465
701	0.7543257704	0.5310697321
702	0.7539284676	0.5310247497
703	0.754457212	0.5309934426
704	0.7552047396	0.5309290797
705	0.7557765215	0.5309157039
706	0.7547640875	0.530883283
707	0.7559081731	0.5308634434
708	0.7547202328	0.5307410554
709	0.754851812	0.5306994641
710	0.7548956819	0.5306864286
711	0.7548956819	0.530678689
712	0.754939557	0.5306656759
713	0.7548956819	0.5306324659
714	0.7548956819	0.5306173596
715	0.7548956819	0.5305871394
716	0.754939557	0.5305699807
717	0.7550712126	0.5305319871
718	0.7550712126	0.5305105713
719	0.7551151081	0.5304534631
720	0.7551151081	0.5303947645
721	0.7550712126	0.530308078
722	0.7544984203	0.5302771014
723	0.7546739638	0.5301948094
724	0.7547617662	0.5301476769
725	0.7547617662	0.5301191038
726	0.7549813616	0.5300605363
727	0.7549813616	0.5300603891
728	0.7549813616	0.5300001592
729	0.7549813616	0.5299894962
730	0.7545836586	0.5299376926
731	0.7546715389	0.5299031536
732	0.7541415423	0.5298663341
733	0.7541415423	0.5298526166
734	0.754185478	0.5298261441
735	0.7549792814	0.5297851559
736	0.7544931711	0.5297239734
737	0.7545371478	0.5297023471
738	0.7548011154	0.5296219067
739	0.754845128	0.5295921947
740	0.7548891457	0.5295619771
741	0.754845128	0.5295303368
742	0.7548891457	0.5295081797
743	0.7550212296	0.5294560342
744	0.7550212296	0.5294382131
745	0.7550212296	0.529366968
746	0.7551533597	0.5292827162
747	0.7551974134	0.5292572556
748	0.7557277019	0.5292172316
749	0.7557717728	0.5291907621
750	0.7557277019	0.5291763756
751	0.7557717728	0.5291523057
752	0.7557717728	0.5291147456
753	0.7557717728	0.5290727003
754	0.7557717728	0.5290714325
755	0.7558158489	0.5290141846
756	0.7561686427	0.528952583
757	0.7559922047	0.5289021902
758	0.7566544714	0.5288486539
759	0.7567868749	0.5288268728
760	0.7567868749	0.5288076711
761	0.7568310197	0.5287888067
762	0.7567868749	0.5287729886
763	0.7568751697	0.5287468187
764	0.756963485	0.5287081743
765	0.756963485	0.5286365317
766	0.757051821	0.5285402559
767	0.7569193248	0.5284896325
768	0.7564776077	0.5284500578
769	0.7574053711	0.5283788396
770	0.7573611593	0.5283331106
771	0.7567426357	0.5283071091
772	0.7558577384	0.5282775884
773	0.7563888079	0.5282407316
774	0.756477209	0.5282110579
775	0.7559019241	0.5281657863
776	0.756477209	0.528155536
777	0.755946115	0.5280957431
778	0.7555029402	0.528067827
779	0.7555029402	0.528048578
780	0.7556355384	0.5280243962
781	0.7556355384	0.5280217615
782	0.755723963	0.5279896894
783	0.755723963	0.5279670043
784	0.7556797481	0.5278494973
785	0.7566983019	0.5278165371
786	0.7556355384	0.5277772507
787	0.7556355384	0.5277638775
788	0.755236083	0.5277369905
789	0.755236083	0.5277351853
790	0.755236083	0.5277341888
791	0.7551476725	0.5277026874
792	0.7551476725	0.5276749819
793	0.7559451152	0.5275824039
794	0.7559451152	0.5275506638
795	0.7554129662	0.5275265526
796	0.7561663968	0.5274943539
797	0.7562106687	0.5274777563
798	0.7562106687	0.5274300152
799	0.7562106687	0.5274287938
800	0.7556341866	0.527380969
801	0.756299228	0.5273327914
802	0.7551457682	0.5273098747
803	0.7551457682	0.5272780821
804	0.7552342785	0.5272533006
805	0.7553228096	0.5272243256
806	0.7553670829	0.5271981663
807	0.7553670829	0.5271803072
808	0.755499934	0.5270894675
809	0.7556328318	0.5270696909
810	0.7556328318	0.5270696555
811	0.7566536727	0.5270429476
812	0.7566980017	0.5270267241
813	0.7562986262	0.526979696
814	0.7567866752	0.5269357608
815	0.7564316543	0.5269054258
816	0.7564316543	0.5269054242
817	0.7577179985	0.5268233889
818	0.7573191528	0.5267872135
819	0.7568754197	0.5267540555
820	0.7566978511	0.5267279285
821	0.7568754197	0.5266933459
822	0.7569198248	0.5266719967
823	0.7576745544	0.5265952698
824	0.7571419289	0.5265776862
825	0.7576745544	0.526532398
826	0.7582067236	0.5264638339
827	0.7577634569	0.5264377317
828	0.7577190031	0.5263988225
829	0.7576745544	0.5263839237
830	0.7576745544	0.5263607993
831	0.7577190031	0.5263367499
832	0.7579413246	0.5263059019
833	0.7579413246	0.5263044596
834	0.7579413246	0.5262761012
835	0.7580302897	0.5262634412
836	0.7580302897	0.5262364013
837	0.7580302897	0.5262106048
838	0.7580302897	0.5262004009
839	0.7582082827	0.526151525
840	0.7582082827	0.5261208256
841	0.7583418323	0.5260891594
842	0.7583418323	0.5260862228
843	0.7582973105	0.5260572798
844	0.7588741839	0.526042504
845	0.7588741839	0.5260276573
846	0.75882965	0.5259955308
847	0.75882965	0.5259895689
848	0.7583418323	0.5259270508
849	0.7583863592	0.5259022444
850	0.7578980586	0.5258812081
851	0.7579425839	0.5258699863
852	0.7579871143	0.5258605532
853	0.7585645195	0.525845366
854	0.7586090726	0.5258289668
855	0.7586090726	0.5258000666
856	0.758076191	0.5257707394
857	0.758076191	0.5257607593
858	0.7581207372	0.5257418373
859	0.758653631	0.5257230193
860	0.758653631	0.5257065497
861	0.758653631	0.5257015868
862	0.7581207372	0.5256824261
863	0.7581652886	0.5256619475
864	0.7582098453	0.5256502843
865	0.7582098453	0.525603933
866	0.7582098453	0.525603861
867	0.7582544072	0.5255716754
868	0.757721019	0.5254972664
869	0.757721019	0.5254671792
870	0.757721019	0.5254509367
871	0.757721019	0.5254503614
872	0.7577655739	0.5254073211
873	0.7577655739	0.5253967611
874	0.7578546995	0.5253368894
875	0.7578546995	0.5253326889
876	0.7578101341	0.5253129597
877	0.7578992701	0.5252987606
878	0.7574099381	0.5252657541
879	0.7574099381	0.5252586857
880	0.7574099381	0.5252505082
881	0.7573653745	0.5252109701
882	0.756875571	0.5251693973
883	0.757454507	0.5251080927
884	0.7574990811	0.525021177
