iter	F1	Logloss
885	0.7575882451	0.5249978174
886	0.7576328349	0.5249595727
887	0.75767743	0.5249051746
888	0.7571429892	0.524880435
889	0.7571429892	0.5248721555
890	0.7571429892	0.524810543
891	0.7571875773	0.5247915516
892	0.7572321706	0.5247817045
893	0.757321373	0.5247528339
894	0.7567864229	0.524721528
895	0.756920229	0.5246939651
896	0.75803438	0.524668343
897	0.75803438	0.5246381187
898	0.75803438	0.524637842
899	0.75803438	0.5246097923
900	0.7574552161	0.5245899186
901	0.7574552161	0.5245521569
902	0.75812367	0.524498714
903	0.75812367	0.5244927687
904	0.7582576446	0.5244375567
905	0.7583469872	0.5244121244
906	0.7583916664	0.5243991773
907	0.7583916664	0.5243441579
908	0.7583469872	0.5243193025
909	0.7584363509	0.5242736337
910	0.7584810407	0.5242427643
911	0.7579017014	0.5242390833
912	0.7579910616	0.5242030746
913	0.7579463789	0.5241602334
914	0.7591046622	0.5241251638
915	0.7584363509	0.5240912133
916	0.7585257357	0.5240724454
917	0.7585257357	0.5240723426
918	0.758570436	0.5240496443
919	0.7586598524	0.5239896722
920	0.7586151415	0.5239734379
921	0.7586151415	0.5239721315
922	0.7587045685	0.5239488029
923	0.7587045685	0.5239226894
924	0.7586151415	0.5238875267
925	0.758570436	0.5238749468
926	0.758928228	0.5238046345
927	0.758928228	0.5238045443
928	0.7583934435	0.5237759937
929	0.7584829198	0.5237286556
930	0.7587067028	0.5236755567
931	0.7587514752	0.5236460023
932	0.7587514752	0.5236290058
933	0.7587962529	0.5236073534
934	0.7587962529	0.5235657309
935	0.7587962529	0.5235458033
936	0.7588410359	0.523532259
937	0.7589306178	0.5235068015
938	0.7589306178	0.5234963633
939	0.7589754167	0.5234900098
940	0.7589754167	0.5234881932
941	0.7589754167	0.5234717703
942	0.7588858242	0.5234405738
943	0.7596448257	0.523379663
944	0.7601793451	0.5233482826
945	0.7596896579	0.5233313308
946	0.7602241896	0.5233143081
947	0.7591098451	0.5232515389
948	0.7601793451	0.5232404043
949	0.7601345059	0.5231732989
950	0.7602690394	0.5231550051
951	0.7604484915	0.5231321653
952	0.7609826235	0.5231172922
953	0.7611173047	0.5230802555
954	0.7610724057	0.5230203994
955	0.7604933678	0.522955449
956	0.7605831362	0.5229333352
957	0.7612071186	0.5228930976
958	0.7612520336	0.522850393
959	0.7612520336	0.5228195302
960	0.7612520336	0.5228159177
961	0.7617857782	0.5228109845
962	0.7612969538	0.5227711322
963	0.7612969538	0.5227603006
964	0.7612969538	0.5227508372
965	0.7612520336	0.5227390692
966	0.7612969538	0.5227032585
967	0.7613418793	0.5226764014
968	0.7618756482	0.52264167
969	0.7619205912	0.5226278584
970	0.7613868101	0.522612746
971	0.76080765	0.5225815134
972	0.7602729596	0.522542879
973	0.760317866	0.5224972251
974	0.7605424779	0.5224271243
975	0.7610322963	0.5223550378
976	0.7604975449	0.5223189451
977	0.7608121875	0.5222541112
978	0.760231936	0.5222295488
979	0.7604567524	0.5221963177
980	0.7604567524	0.5221859159
981	0.7604567524	0.522168271
982	0.7605467162	0.5221559635
983	0.7611270904	0.5221153284
984	0.7611720979	0.5220994461
985	0.7605917061	0.5220677964
986	0.7612171106	0.5220154379
987	0.7613071521	0.5220009757
988	0.7608167353	0.5219667238
989	0.7608167353	0.5219371703
990	0.7609067843	0.5219082044
991	0.7609518168	0.5218724308
992	0.7615323489	0.5218109675
993	0.7620673806	0.5217937832
994	0.7615323489	0.5217654549
995	0.7615323489	0.5217261107
996	0.7614872989	0.5217151466
997	0.7613972148	0.521702615
998	0.7615774043	0.5216829493
999	0.7615323489	0.5216571987
1000	0.7619772615	0.5216229451
1001	0.7620673806	0.5215931716
1002	0.7614872989	0.5215731562
1003	0.7615323489	0.5215486519
1004	0.762157521	0.5215314211
1005	0.7618478485	0.5214865901
1006	0.7618478485	0.5214599641
1007	0.7618478485	0.5214392796
1008	0.7618027611	0.5213943965
1009	0.7618027611	0.5213759149
1010	0.7620282513	0.5213403571
1011	0.7614926227	0.5213085521
1012	0.7609565304	0.5212754338
1013	0.7615377246	0.5212535024
1014	0.7615377246	0.5212469523
1015	0.7615377246	0.5212392707
1016	0.7616279443	0.521218133
1017	0.7616730622	0.5211913936
1018	0.7611820319	0.521175888
1019	0.7612271483	0.5211646801
1020	0.7616730622	0.5211447803
1021	0.761763314	0.521124384
1022	0.761763314	0.5211239359
1023	0.761808448	0.5211180377
1024	0.761808448	0.5211037541
1025	0.7618535872	0.5210759851
1026	0.7618535872	0.5210619981
1027	0.76127227	0.5210501177
1028	0.7611820319	0.5210204197
1029	0.7606454139	0.5210067381
1030	0.7607356274	0.5209971091
1031	0.760690518	0.5209603616
1032	0.760690518	0.5209483985
1033	0.7602436222	0.5209149757
1034	0.7602436222	0.52091489
1035	0.7602436222	0.5209145225
1036	0.7601985197	0.52090971
1037	0.7601985197	0.5208859237
1038	0.76028873	0.5208469579
1039	0.76028873	0.5208008716
1040	0.7613625294	0.5207138812
1041	0.7614076672	0.5207070526
1042	0.7614076672	0.5207069419
1043	0.7614528103	0.5206909112
1044	0.7615882717	0.5206228925
1045	0.7615882717	0.5205660126
1046	0.7615882717	0.5205617066
1047	0.7615882717	0.5205616413
1048	0.7610515432	0.5205147595
1049	0.7610515432	0.5205025628
1050	0.7610966955	0.5204671069
1051	0.7611418531	0.52045824
1052	0.7611418531	0.5204579406
1053	0.7610966955	0.5204434203
1054	0.7605594893	0.5203916576
1055	0.7606046346	0.5203621266
1056	0.7605594893	0.5203188623
1057	0.7611870161	0.5202601694
1058	0.7612321844	0.5202307537
1059	0.7612321844	0.5201940015
1060	0.7612773581	0.5201793828
1061	0.7612321844	0.5201728843
1062	0.7611870161	0.5201717711
1063	0.7612321844	0.520160076
1064	0.7612321844	0.5201154876
1065	0.7612321844	0.520112024
1066	0.7612321844	0.5200514514
1067	0.7612773581	0.5200373163
1068	0.7619045358	0.5200133198
1069	0.7619045358	0.5200040324
1070	0.7619045358	0.5199897004
1071	0.7613677215	0.5199529126
1072	0.7618593392	0.5199368304
1073	0.7619045358	0.519895588
1074	0.7619045358	0.5198897982
1075	0.7618593392	0.5198407319
1076	0.7618141479	0.5197824912
1077	0.7618141479	0.5197690731
1078	0.7618593392	0.5197155451
1079	0.7619497379	0.5196768643
1080	0.7619497379	0.5196661786
1081	0.7614581064	0.519646722
1082	0.7614581064	0.5196319115
1083	0.7615485128	0.5196119982
1084	0.761503307	0.519598899
1085	0.761503307	0.5195882472
1086	0.7615937241	0.5195714244
1087	0.7615937241	0.5195583342
1088	0.7615485128	0.519552652
1089	0.7615485128	0.5195337393
1090	0.7611467966	0.5194847175
1091	0.7611920116	0.5194724301
1092	0.7611467966	0.5194563276
1093	0.7611920116	0.5194407135
1094	0.7611920116	0.5194242271
1095	0.761237232	0.5194049271
1096	0.7607445882	0.5193685934
1097	0.7607445882	0.5193125844
1098	0.7607445882	0.519312518
1099	0.7606993747	0.5192963891
1100	0.7602966695	0.5192296714
1101	0.7603418867	0.5192076764
1102	0.7602514577	0.5191922209
1103	0.7602514577	0.5191849909
1104	0.7602062512	0.5191740147
1105	0.7602514577	0.5191640693
1106	0.7602514577	0.5191444704
1107	0.7597126404	0.5191328365
1108	0.7602514577	0.5190944544
1109	0.7597126404	0.5190829719
1110	0.7597126404	0.5190786478
1111	0.7596674463	0.519071423
1112	0.7597126404	0.5190467555
1113	0.7596674463	0.5190412607
1114	0.7597578398	0.5190254863
1115	0.7598482548	0.5190057007
1116	0.7598934704	0.5189894193
1117	0.7599386914	0.5189757378
1118	0.7600291495	0.5189333812
1119	0.7600291495	0.5188973258
1120	0.7600291495	0.5188924359
1121	0.7600291495	0.5188675044
1122	0.7601196291	0.5188533014
1123	0.7602101302	0.5188368766
1124	0.7602101302	0.5188265534
1125	0.7602101302	0.5188153072
1126	0.7602101302	0.5187988887
1127	0.760164877	0.5187946216
1128	0.760300653	0.5187355123
1129	0.760300653	0.5187322445
1130	0.7602553889	0.518711818
1131	0.7602553889	0.5187025733
1132	0.7602553889	0.5186849924
1133	0.7603911972	0.5186662493
1134	0.7604817631	0.5186357799
1135	0.7604817631	0.5186158917
1136	0.7604817631	0.5185898732
1137	0.7605270541	0.518575245
1138	0.7604817631	0.5184867143
1139	0.7605270541	0.5184650613
1140	0.7605270541	0.5184648978
1141	0.7605723505	0.5184468421
1142	0.7606176523	0.518436776
1143	0.7606629595	0.5184113863
1144	0.7606629595	0.5183978592
1145	0.7602140182	0.5183354637
1146	0.7602593292	0.5183311062
1147	0.7602593292	0.5183224024
1148	0.7602140182	0.5182898632
1149	0.7602593292	0.5182784793
1150	0.7602140182	0.5182648678
1151	0.7603046456	0.5182326666
1152	0.7603499673	0.5182165429
1153	0.7603952945	0.5181645359
1154	0.7603952945	0.518155306
1155	0.7603952945	0.5181377399
1156	0.7604859651	0.5181107561
1157	0.7605313085	0.5180574189
1158	0.7605313085	0.5180480728
1159	0.7604406271	0.518029159
1160	0.7604859651	0.5180047085
1161	0.7605766573	0.5179792586
1162	0.7605766573	0.5179713171
1163	0.7605766573	0.5179607288
1164	0.7610709673	0.5179298688
1165	0.7611163286	0.5179191323
1166	0.7611163286	0.5179115784
1167	0.7611163286	0.517902206
1168	0.7612070672	0.5178701081
1169	0.7612524447	0.5178618225
1170	0.7612524447	0.5178616571
1171	0.7612524447	0.5178616535
1172	0.7612524447	0.5178588429
1173	0.7611616952	0.5178298709
1174	0.7611163286	0.5178247005
1175	0.7611163286	0.517818014
1176	0.7611163286	0.5178032638
1177	0.7612070672	0.5177750232
1178	0.7612070672	0.5177570957
1179	0.7612978275	0.5177161374
1180	0.7612978275	0.5176696438
1181	0.7612978275	0.5176571801
1182	0.7612978275	0.5176342948
1183	0.7607581066	0.5176091388
1184	0.7607581066	0.5175925804
1185	0.7608034825	0.5175566418
1186	0.7613886095	0.517544805
1187	0.7608034825	0.517516498
1188	0.7608942504	0.5175067181
1189	0.7609396425	0.5174565653
1190	0.7619732967	0.5174301491
1191	0.7620187136	0.5174145104
1192	0.7614794131	0.5173635843
1193	0.7614794131	0.5173491777
1194	0.7621549967	0.51729778
1195	0.7621095636	0.5172246572
1196	0.7621095636	0.5171976318
1197	0.7621095636	0.5171738104
1198	0.7621095636	0.5171645464
1199	0.7616610853	0.5171486013
1200	0.7617065169	0.5171432633
1201	0.7622004353	0.5170938416
1202	0.7622458792	0.5170551318
1203	0.7621549967	0.5170076086
1204	0.7626938648	0.516992474
1205	0.7626484193	0.5169796036
1206	0.7626484193	0.5169789122
1207	0.7626029793	0.5169679639
1208	0.7626029793	0.5169197509
1209	0.7626029793	0.5169043455
1210	0.7626938648	0.5168827994
1211	0.7628757008	0.5168346231
1212	0.7628757008	0.5168303194
1213	0.7629666513	0.5168251648
1214	0.7629211733	0.5168193268
1215	0.7634596338	0.51681467
1216	0.7635051241	0.5167882632
1217	0.7634596338	0.5167642658
1218	0.7635051241	0.5167086958
1219	0.7635051241	0.5167061398
1220	0.7635506198	0.5166860195
1221	0.7635506198	0.5166637098
1222	0.7635506198	0.5166386408
1223	0.7635506198	0.5166107313
1224	0.7635506198	0.5166100467
1225	0.7635961209	0.5166055336
1226	0.7635961209	0.5165994987
1227	0.7635961209	0.5165861017
1228	0.7636416274	0.5165812489
1229	0.7635506198	0.5165434852
1230	0.7635506198	0.5165288886
1231	0.7635506198	0.5165287996
1232	0.7635506198	0.5165164658
1233	0.7635506198	0.5165155215
1234	0.7635506198	0.5165154174
1235	0.7635961209	0.5164956444
1236	0.7635961209	0.5164954683
1237	0.7635961209	0.5164855472
1238	0.7636416274	0.5164564243
1239	0.7632396331	0.5164227433
1240	0.7632396331	0.5164175054
1241	0.7633761972	0.5163767512
1242	0.7629281896	0.5163460934
1243	0.7629281896	0.5163186581
1244	0.7634672671	0.5163076303
1245	0.7633761972	0.5162998948
1246	0.7635128102	0.5162747414
1247	0.7634217294	0.5162553962
1248	0.7633306704	0.5162348057
1249	0.7635583588	0.5161688244
1250	0.7634672671	0.5161445077
1251	0.7629281896	0.5160935961
1252	0.7629737204	0.5160766718
1253	0.7629737204	0.5160698884
1254	0.7632014559	0.5160199851
1255	0.7631558979	0.5159941327
1256	0.7632014559	0.515955417
1257	0.7631103453	0.515942798
1258	0.7631558979	0.5159418097
1259	0.7631558979	0.5159413243
1260	0.763786183	0.5158747835
1261	0.763786183	0.5158696447
1262	0.7633381624	0.515849058
1263	0.7638773508	0.5158458782
1264	0.7638773508	0.5158149262
1265	0.7639685403	0.5157940191
1266	0.7639229428	0.5157842396
1267	0.7633381624	0.515753995
1268	0.7633381624	0.5157222763
1269	0.7633837422	0.5157193585
1270	0.7633837422	0.5157065268
1271	0.7633837422	0.5156837227
1272	0.7633837422	0.5156777366
1273	0.7632925881	0.5156680849
1274	0.7633381624	0.5156428895
1275	0.7633837422	0.5156377498
1276	0.7633381624	0.5156303754
1277	0.7628896437	0.5156184086
1278	0.763474918	0.5155692628
1279	0.7635661156	0.5155322562
1280	0.7631631951	0.5154716041
1281	0.7631631951	0.5154602735
1282	0.7637029528	0.5154213585
1283	0.7637029528	0.5154165727
1284	0.7637029528	0.5154111668
1285	0.7637029528	0.5154109727
1286	0.7637029528	0.5154069988
1287	0.7642878752	0.5153845183
1288	0.7643335162	0.5153716617
1289	0.7643335162	0.5153499655
1290	0.7642878752	0.5153401109
1291	0.7642878752	0.5152591591
1292	0.7643335162	0.5151932692
1293	0.7643335162	0.5151845218
1294	0.7642878752	0.5151628776
1295	0.7643335162	0.5151456719
1296	0.7637485761	0.5151313654
1297	0.7637485761	0.5151311672
1298	0.7638854788	0.5150839439
1299	0.7638398391	0.5150511679
1300	0.7637942049	0.5150310926
1301	0.7637942049	0.5150221846
1302	0.7639767745	0.5149923761
1303	0.7639767745	0.5149851331
1304	0.7639767745	0.5149724884
1305	0.7640224305	0.5149592353
1306	0.7646074771	0.5149454536
1307	0.7646988411	0.5149115355
1308	0.7646531564	0.5148944498
1309	0.7646531564	0.5148601497
1310	0.7647902269	0.5148350435
1311	0.7647902269	0.5148061426
1312	0.7648816345	0.5147718956
1313	0.7654206226	0.5147482216
1314	0.764835928	0.5147094757
1315	0.764835928	0.5147085247
1316	0.7648816345	0.5146585952
1317	0.7653749038	0.5146332765
1318	0.7653749038	0.5146149777
1319	0.7653749038	0.5146145177
1320	0.764835928	0.5146041237
1321	0.764835928	0.5146012957
1322	0.7654663468	0.5145905712
1323	0.7654663468	0.5145740829
1324	0.7655120766	0.5145595784
1325	0.7655120766	0.5145564073
1326	0.7655578117	0.5145268095
1327	0.7655578117	0.5145212663
1328	0.7650187869	0.5145123495
1329	0.7650187869	0.5145096831
1330	0.7650187869	0.5145094819
1331	0.7650645153	0.5144891065
1332	0.764973064	0.5144300693
1333	0.7649273465	0.5144165136
1334	0.7650187869	0.5144048823
1335	0.764973064	0.5143993884
1336	0.7651102492	0.5143798349
1337	0.7651559885	0.5143517532
1338	0.7651102492	0.5143198306
1339	0.7651559885	0.5142731779
1340	0.7651559885	0.5142525218
1341	0.7652017334	0.514229984
1342	0.7652017334	0.514221349
1343	0.7652017334	0.5141800243
1344	0.7651559885	0.5141642959
1345	0.7652017334	0.5141310476
1346	0.7651559885	0.5141022491
1347	0.7652017334	0.5140948078
1348	0.7657408071	0.514090098
1349	0.7651559885	0.5140656662
1350	0.7651559885	0.5140406592
1351	0.7651559885	0.514037064
1352	0.7651102492	0.5139825323
1353	0.7651102492	0.5139685415
1354	0.7652017334	0.5139380473
1355	0.7652932394	0.5139229598
1356	0.7653390006	0.5138903853
1357	0.7652474836	0.513876988
1358	0.7653390006	0.5138727293
1359	0.7653847673	0.5138645354
1360	0.7653390006	0.5138301673
1361	0.7653390006	0.5138207634
1362	0.7653390006	0.5138203153
1363	0.7653390006	0.5137980989
1364	0.7653390006	0.5137713478
1365	0.7654305395	0.5137413889
1366	0.7654763171	0.5137059175
1367	0.7654763171	0.5137003699
1368	0.7654763171	0.5136580618
1369	0.7654763171	0.5136391167
1370	0.7654305395	0.5136293767
1371	0.7654763171	0.513611812
1372	0.7649366986	0.5136013518
1373	0.7649366986	0.5136012624
1374	0.7649366986	0.51359778
1375	0.7649366986	0.513566008
1376	0.7648909332	0.5135587615
1377	0.7654763171	0.5135342872
1378	0.7643966081	0.513511068
1379	0.7643966081	0.5135110106
1380	0.7643966081	0.5134765608
1381	0.7643966081	0.5134510012
1382	0.7643966081	0.513441125
1383	0.7644423666	0.5134340926
1384	0.7644881306	0.5134131805
1385	0.7644423666	0.5133901167
1386	0.7644881306	0.5133757005
1387	0.7644881306	0.5133620045
1388	0.7644881306	0.513353898
1389	0.7644881306	0.5133434509
1390	0.7643966081	0.5133271563
1391	0.7644423666	0.513318211
1392	0.7644423666	0.5133126557
1393	0.7639017912	0.5132923518
1394	0.7639475428	0.5132800507
1395	0.7639017912	0.5132346726
1396	0.7639017912	0.5132225776
1397	0.7640390626	0.5132096918
1398	0.7639933	0.5132009238
1399	0.7634064818	0.5131788438
1400	0.7640390626	0.513164779
1401	0.7639933	0.5130950248
1402	0.7640390626	0.5130753261
1403	0.7640390626	0.5130630134
1404	0.7640390626	0.5130387769
1405	0.7639933	0.5130235357
1406	0.7639933	0.513007317
1407	0.7639475428	0.512981045
1408	0.7639475428	0.5129478093
1409	0.7634064818	0.5129246776
1410	0.7634064818	0.5129233485
1411	0.7634064818	0.5129101514
1412	0.7634522265	0.512905892
1413	0.7634064818	0.5128776811
1414	0.7633607425	0.512869267
1415	0.7633150087	0.5128644897
1416	0.7633150087	0.5128553042
1417	0.7633607425	0.5128432267
1418	0.7639933	0.5128012766
1419	0.7645796751	0.5127735239
1420	0.7645796751	0.5127730509
1421	0.7646254555	0.5127670387
1422	0.7650740275	0.5127593322
1423	0.7650740275	0.5127336895
1424	0.7651198148	0.5127257253
1425	0.7645796751	0.5127240337
1426	0.7651656076	0.512709569
1427	0.7652114058	0.512700207
1428	0.7652114058	0.5126940455
1429	0.7652114058	0.5126816153
1430	0.7652114058	0.512670701
1431	0.7652114058	0.5126704796
1432	0.7652114058	0.5126640891
1433	0.7652114058	0.5126541906
1434	0.7652572095	0.5126332951
1435	0.7653488334	0.5126230922
1436	0.7653946536	0.5126035234
1437	0.7653946536	0.5126020087
1438	0.7649002534	0.512550151
1439	0.76485444	0.5125356465
1440	0.76485444	0.5125342708
1441	0.76485444	0.5125192226
1442	0.7654404793	0.5125073981
1443	0.7654404793	0.5125071761
1444	0.76485444	0.512462103
1445	0.764405361	0.5124492451
1446	0.764405361	0.5124159887
1447	0.7643595545	0.5123973441
1448	0.7643595545	0.5123814344
1449	0.7638183819	0.5123579344
1450	0.7638183819	0.5123454979
1451	0.7638183819	0.5123405202
1452	0.7639099757	0.5123142092
1453	0.7639099757	0.5123141563
1454	0.7639099757	0.5123136566
1455	0.7644969905	0.5122792631
1456	0.7644969905	0.5122666116
1457	0.7645428134	0.5122460698
1458	0.7644969905	0.5122318625
1459	0.7644969905	0.5122312341
1460	0.7645428134	0.5122109005
1461	0.7645428134	0.5122036517
1462	0.764405361	0.5121707631
1463	0.764405361	0.512159419
1464	0.764451173	0.5121516381
1465	0.764451173	0.5121509419
1466	0.7639099757	0.5121418277
1467	0.7639557808	0.5121195943
1468	0.7640015914	0.5121005753
1469	0.7640015914	0.5121001266
1470	0.7640474075	0.5120839376
1471	0.7640474075	0.5120701556
1472	0.7640474075	0.512069929
1473	0.7640474075	0.5120693808
1474	0.7640474075	0.5120691239
1475	0.7640474075	0.5120607587
1476	0.7640474075	0.512055265
1477	0.7640474075	0.5120416658
1478	0.7640932291	0.5120379635
1479	0.7640932291	0.5120118614
1480	0.7641848888	0.5120007168
1481	0.7647720108	0.511970979
1482	0.7647261603	0.5119585797
1483	0.7647261603	0.511928848
1484	0.7647261603	0.5119284516
1485	0.7646803154	0.5119152975
1486	0.7646803154	0.5118941534
1487	0.7652669579	0.5118793007
1488	0.765358689	0.5118444989
1489	0.7654045628	0.5118292322
1490	0.7654045628	0.5118255831
1491	0.765358689	0.5117871315
1492	0.7653128207	0.5117757838
1493	0.7647720108	0.511739032
1494	0.7647720108	0.5117383197
1495	0.7652211006	0.5116822842
1496	0.7652211006	0.5116818198
1497	0.7647261603	0.5116789475
1498	0.7652669579	0.5116273304
1499	0.7652669579	0.5116145374
